clustername_1	name_1	clustername_2	name_2	file_ext	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
MMO-90_contigs.fa_antismash_contig00010.region001	MMO-90	VD12_contigs.fa_antismash_contig00064.region001	VD12	NA	0.196756839752197	0.645199596881866	0.839999973773956	0.804916560649872	0.703703701496124	0.198627039790154	0.190432414412498	21	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN049_contigs.fa_antismash_contig00004.region001	HN049	HN087_contigs.fa_antismash_contig00003.region001	HN087	NA	0.0818725377321243	0.842958033084869	0.977777779102325	0.91703724861145	0.941176474094391	0.0780034437775612	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-128_contigs.fa_antismash_contig00007.region001	MMO-128	MMO-130_contigs.fa_antismash_contig00009.region001	MMO-130	NA	0.209298193454742	0.625209331512451	0.800000011920929	0.793163359165192	0.666666686534882	0.247640639543533	0.0844245627522469	48	4	NRPS.hserlactone - NRPS.hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter nosocomialis
HN124_contigs.fa_antismash_contig00002.region002	HN124	USHLN271_contigs.fa_antismash_contig00007.region001	USHLN271	NA	0.23200635612011	0.589814245700836	0.69767439365387	0.773307025432587	0.545454561710358	0.260355859994888	0.106067724525928	43	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN166_contigs.fa_antismash_contig00001.region001	HN166	MMO-90_contigs.fa_antismash_contig00011.region001	MMO-90	NA	0.278779655694962	0.520158767700195	0.5	0.728062212467194	0.5	0.271937817335129	0	7	0	NI-siderophore - arylpolyene.NI-siderophore	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia liquefaciens
AS230_contigs.fa_antismash_contig00004.region001	AS230	MMO-83_contigs.fa_antismash_contig00010.region001	MMO-83	NA	0.249243438243866	0.563635408878326	0.682926833629608	0.754651963710785	0.595744669437408	0.27929213643074	0.181702867150307	30	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes
MMO-43_contigs.fa_antismash_contig00001.region001	MMO-43	MMO-94_contigs.fa_antismash_contig00009.region001	MMO-94	NA	1.73472347597681e-17	1	1	1	1	0	0	27	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM094_contigs.fa_antismash_contig00004.region001	USMM094	USMM097_contigs.fa_antismash_contig00004.region001	USMM097	NA	1.73472347597681e-17	1	1	1	1	0	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
AS091_contigs.fa_antismash_contig00002.region002	AS091	HN069_contigs.fa_antismash_contig00003.region001	HN069	NA	0.209269434213638	0.625254809856415	0.75	0.793805301189423	0.661971807479858	0.226503729820251	0.109726905822754	57	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN065_contigs.fa_antismash_contig00001.region001	HN065	MMO-88_contigs.fa_antismash_contig00005.region001	MMO-88	NA	1.73472347597681e-17	1	1	1	1	0	0	27	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN039_contigs.fa_antismash_contig00003.region003	HN039	MMO-24_contigs.fa_antismash_contig00001.region001	MMO-24	NA	0.147707745432854	0.726402103900909	0.962962985038757	0.850314915180206	0.892857134342194	0.134635597467422	0.251269042491913	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN028_contigs.fa_antismash_contig00001.region002	HN028	USHLN270_contigs.fa_antismash_contig00019.region001	USHLN270	NA	0.236859321594238	0.582383692264557	0.794871807098389	0.765352547168732	0.639999985694885	0.250892072916031	0.18049880862236	40	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena
MMO-126_contigs.fa_antismash_contig00004.region001	MMO-126	MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	NA	0.0818725377321243	0.842958033084869	0.977777779102325	0.91703724861145	0.941176474094391	0.0780034437775612	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-141_contigs.fa_antismash_contig00007.region001	MMO-141	MMO-29_contigs.fa_antismash_contig00001.region001	MMO-29	NA	0.0311270542442799	0.938714802265167	0.899999976158142	0.973699331283569	0.769230782985687	0.0263006910681725	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
MMO-94_contigs.fa_antismash_contig00004.region001	MMO-94	USHLN296_contigs.fa_antismash_contig00009.region001	USHLN296	NA	0.133597314357758	0.750653624534607	0.896551728248596	0.867238104343414	0.810810804367065	0.13810521364212	0.118513122200966	32	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-83_contigs.fa_antismash_contig00011.region001	MMO-83	USMM054_contigs.fa_antismash_contig00004.region001	USMM054	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN073_contigs.fa_antismash_contig00010.region001	HN073	MMO-151_contigs.fa_antismash_contig00009.region001	MMO-151	NA	0.233852863311768	0.586981415748596	0.40625	0.777995944023132	0.371428579092026	0.286288678646088	0.173790574073792	12	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM084_contigs.fa_antismash_contig00005.region001	USMM084	USMM085_contigs.fa_antismash_contig00005.region001	USMM085	NA	1.73472347597681e-17	1	1	1	1	0	0	33	0	opine-like-metallophore - opine-like-metallophore	opine-like-metallophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
HN039_contigs.fa_antismash_contig00003.region003	HN039	MMO-28_contigs.fa_antismash_contig00001.region001	MMO-28	NA	0.147707745432854	0.726402103900909	0.962962985038757	0.850314915180206	0.892857134342194	0.134635597467422	0.251269042491913	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN028_contigs.fa_antismash_contig00001.region002	HN028	USHLN262_contigs.fa_antismash_contig00002.region001	USHLN262	NA	0.268710494041443	0.534784376621246	0.636363625526428	0.736891806125641	0.507042229175568	0.284350126981735	0.178140565752983	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena
MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	MMO-88_contigs.fa_antismash_contig00004.region001	MMO-88	NA	0.0670470967888832	0.870401084423065	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS116_contigs.fa_antismash_contig00001.region003	AS116	HN132_contigs.fa_antismash_contig00001.region002	HN132	NA	0.0883574038743973	0.831092238426208	1	0.908909916877747	1	0.0910901129245758	0	13	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii
AS212_contigs.fa_antismash_contig00001.region001	AS212	MMO-120_contigs.fa_antismash_contig00004.region001	MMO-120	NA	0.176055952906609	0.678883790969849	0.734693884849548	0.828223466873169	0.661016941070557	0.187131240963936	0.112916737794876	46	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN065_contigs.fa_antismash_contig00004.region001	HN065	VD5_contigs.fa_antismash_contig00003.region001	VD5	NA	0.195728734135628	0.646852254867554	0.739130437374115	0.80802994966507	0.654545426368713	0.209800869226456	0.125104457139969	45	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN199_contigs.fa_antismash_contig00003.region001	USHLN199	USMM081_contigs.fa_antismash_contig00002.region001	USMM081	NA	0.175879538059235	0.679174542427063	0.906666696071625	0.823239326477051	0.82558137178421	0.162637665867805	0.27091383934021	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
MMO-126_contigs.fa_antismash_contig00002.region001	MMO-126	MMO-89_contigs.fa_antismash_contig00009.region001	MMO-89	NA	1.73472347597681e-17	1	1	1	1	0	0	27	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-120_contigs.fa_antismash_contig00011.region001	MMO-120	MMO-122_contigs.fa_antismash_contig00011.region001	MMO-122	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-116_contigs.fa_antismash_contig00003.region001	MMO-116	USMM062_contigs.fa_antismash_contig00005.region001	USMM062	NA	2.795066939143e-05	0.999944090843201	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN165_contigs.fa_antismash_contig00001.region002	USHLN165	VD33_contigs.fa_antismash_contig00005.region001	VD33	NA	0.201150864362717	0.638159930706024	0.916666686534882	0.796659171581268	0.846153855323792	0.191509068012238	0.218870013952255	21	4	arylpolyene - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea vagans
AS091_contigs.fa_antismash_contig00008.region001	AS091	USHLN270_contigs.fa_antismash_contig00016.region001	USHLN270	NA	0.276087462902069	0.524049341678619	0.652173936367035	0.727796137332916	0.571428596973419	0.364544570446014	0.0240382589399815	43	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
AS209_contigs.fa_antismash_contig00019.region001	AS209	USHLN179_contigs.fa_antismash_contig00002.region001	USHLN179	NA	0.293894231319427	0.498585373163223	0.547169804573059	0.711306631565094	0.533333361148834	0.303894132375717	0.239290967583656	39	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella ornithinolytica
HN087_contigs.fa_antismash_contig00003.region001	HN087	MMO-119_contigs.fa_antismash_contig00003.region001	MMO-119	NA	1.73472347597681e-17	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-45_contigs.fa_antismash_contig00004.region001	MMO-45	MMO-90_contigs.fa_antismash_contig00004.region001	MMO-90	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	MMO-94_contigs.fa_antismash_contig00004.region001	MMO-94	NA	0.0670470967888832	0.870401084423065	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS085_contigs.fa_antismash_contig00001.region002	AS085	USHLN35_contigs.fa_antismash_contig00001.region003	USHLN35	NA	0.220102816820145	0.608239650726318	0.769230782985687	0.782578766345978	0.655172407627106	0.2174212038517	0	23	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
AS212_contigs.fa_antismash_contig00001.region001	AS212	MMO-126_contigs.fa_antismash_contig00004.region001	MMO-126	NA	0.176055952906609	0.678883790969849	0.734693884849548	0.828223466873169	0.661016941070557	0.187131240963936	0.112916737794876	46	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN049_contigs.fa_antismash_contig00004.region001	HN049	USMM053_contigs.fa_antismash_contig00003.region001	USMM053	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN183_contigs.fa_antismash_contig00004.region001	USHLN183	USMM086_contigs.fa_antismash_contig00001.region003	USMM086	NA	0.0639438554644585	0.876201093196869	0.933333337306976	0.937514901161194	0.866666674613953	0.0714115127921104	0	28	1	betalactone - betalactone	betalactone	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
HN178_contigs.fa_antismash_contig00018.region001	HN178	VD25_contigs.fa_antismash_contig00004.region001	VD25	NA	0.021135002374649	0.958176672458649	1	0.978211343288422	1	0.0217886622995138	0	17	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
MMO-110_contigs.fa_antismash_contig00010.region001	MMO-110	USHLN292_contigs.fa_antismash_contig00019.region001	USHLN292	NA	0.249824658036232	0.562763035297394	0.5	0.758667051792145	0.463414639234543	0.304073244333267	0.155065029859543	22	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN124_contigs.fa_antismash_contig00001.region002	HN124	MMO-89_contigs.fa_antismash_contig00009.region001	MMO-89	NA	0.207795336842537	0.627588212490082	0.818181812763214	0.79303115606308	0.739130437374115	0.206968829035759	0	22	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS124_contigs.fa_antismash_contig00010.region001	AS124	HN120_contigs.fa_antismash_contig00006.region001	HN120	NA	0.0330311246216297	0.935028791427612	1	0.965947270393372	1	0.0317113995552063	0.0401986353099346	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM054_contigs.fa_antismash_contig00009.region001	USMM054	VD5_contigs.fa_antismash_contig00012.region001	VD5	NA	0.210724428296089	0.622955918312073	0.731707334518433	0.79359233379364	0.60869562625885	0.21474377810955	0.189214378595352	33	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-119_contigs.fa_antismash_contig00003.region001	MMO-119	USHLN167_contigs.fa_antismash_contig00004.region001	USHLN167	NA	0.241310000419617	0.575610518455505	0.6875	0.762835681438446	0.593220353126526	0.279179215431213	0.065603606402874	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN065_contigs.fa_antismash_contig00004.region001	HN065	HN109_contigs.fa_antismash_contig00004.region001	HN109	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN109_contigs.fa_antismash_contig00011.region001	HN109	MMO-89_contigs.fa_antismash_contig00011.region001	MMO-89	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN007_contigs.fa_antismash_contig00010.region001	HN007	HN087_contigs.fa_antismash_contig00009.region001	HN087	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-102_contigs.fa_antismash_contig00004.region001	MMO-102	USMM085_contigs.fa_antismash_contig00004.region002	USMM085	NA	0.00284994207322597	0.994308233261108	1	0.997061908245087	1	0.00261556543409824	0.00511508947238326	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
BGC0001498	BGC0001498	MMO-126_contigs.fa_antismash_contig00011.region001	MMO-126	NA	0.288983970880508	0.505543768405914	0.777777791023254	0.708951234817505	0.777777791023254	0.291048765182495	0	9	0	NI-siderophore - siderophore	NA	NA	NA	NA	NA	NA	NA
AS013_contigs.fa_antismash_contig00015.region001	AS013	AS116_contigs.fa_antismash_contig00007.region001	AS116	NA	0.111172631382942	0.790014088153839	0.305555552244186	0.906866729259491	0.305555552244186	0.0809488520026207	0.10836385935545	10	2	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter tandoii
HN100_contigs.fa_antismash_contig00004.region001	HN100	HN125_contigs.fa_antismash_contig00002.region001	HN125	NA	0.111617915332317	0.789222717285156	0.936170220375061	0.888587117195129	0.854545474052429	0.115009099245071	0.0961290970444679	51	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN049_contigs.fa_antismash_contig00004.region001	HN049	USMM061_contigs.fa_antismash_contig00003.region001	USMM061	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN158_contigs.fa_antismash_contig00003.region001	USHLN158	USHLN164_contigs.fa_antismash_contig00003.region001	USHLN164	NA	1.73472347597681e-17	1	1	1	1	0	0	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
HN065_contigs.fa_antismash_contig00004.region001	HN065	USHLN179_contigs.fa_antismash_contig00002.region001	USHLN179	NA	0.0822235867381096	0.842313528060913	0.95652174949646	0.918015837669373	0.886792480945587	0.0792601555585861	0.0931072756648064	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN176_contigs.fa_antismash_contig00004.region001	HN176	MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	NA	0.0818725377321243	0.842958033084869	0.977777779102325	0.91703724861145	0.941176474094391	0.0780034437775612	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN087_contigs.fa_antismash_contig00007.region001	HN087	USHLN179_contigs.fa_antismash_contig00001.region001	USHLN179	NA	0.0971765518188477	0.815090179443359	0.949999988079071	0.903278946876526	0.857142865657806	0.0967210382223129	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-84_contigs.fa_antismash_contig00004.region001	MMO-84	MMO-90_contigs.fa_antismash_contig00004.region001	MMO-90	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN164_contigs.fa_antismash_contig00003.region001	USHLN164	USHLN298_contigs.fa_antismash_contig00004.region001	USHLN298	NA	0.151809051632881	0.71942788362503	0.932432413101196	0.846428155899048	0.891566276550293	0.142449885606766	0.227718383073807	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
SRR13132389.4.fa_antismash_k141_450757.region001	SRR13132389.4	USMM095_contigs.fa_antismash_contig00004.region001	USMM095	NA	0.0439634956419468	0.914005815982819	1	0.954676806926727	1	0.0453231930732727	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
MMO-154_contigs.fa_antismash_contig00001.region001	MMO-154	MMO-67_contigs.fa_antismash_contig00017.region001	MMO-67	NA	0.0255774818360806	0.949499249458313	1	0.97363144159317	1	0.0263685379177332	0	13	0	NI-siderophore - NI-siderophore	NI-siderophore	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
HN067_contigs.fa_antismash_contig00005.region001	HN067	MMO-130_contigs.fa_antismash_contig00004.region001	MMO-130	NA	1.73472347597681e-17	1	1	1	1	0	0	18	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
HN125_contigs.fa_antismash_contig00001.region002	HN125	MMO-110_contigs.fa_antismash_contig00001.region001	MMO-110	NA	0.0205475632101297	0.959327101707458	1	0.97881692647934	1	0.0211830548942089	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN069_contigs.fa_antismash_contig00009.region001	HN069	USHLN177_contigs.fa_antismash_contig00001.region001	USHLN177	NA	0.0971765518188477	0.815090179443359	0.949999988079071	0.903278946876526	0.857142865657806	0.0967210382223129	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN049_contigs.fa_antismash_contig00001.region001	HN049	HN065_contigs.fa_antismash_contig00001.region001	HN065	NA	1.73472347597681e-17	1	1	1	1	0	0	27	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN100_contigs.fa_antismash_contig00009.region001	HN100	HN151_contigs.fa_antismash_contig00010.region001	HN151	NA	0.274245232343674	0.526719987392426	0.56521737575531	0.732857525348663	0.461538463830948	0.361230432987213	0.184815466403961	14	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM054_contigs.fa_antismash_contig00004.region001	USMM054	USMM061_contigs.fa_antismash_contig00004.region001	USMM061	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-126_contigs.fa_antismash_contig00010.region001	MMO-126	USHLN290_contigs.fa_antismash_contig00015.region001	USHLN290	NA	0.248514279723167	0.564730763435364	0.5	0.760017991065979	0.463414639234543	0.311321169137955	0.141890704631805	22	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-38_contigs.fa_antismash_contig00009.region001	MMO-38	MMO-88_contigs.fa_antismash_contig00005.region001	MMO-88	NA	0.143025442957878	0.734405398368835	0.949999988079071	0.856012046337128	0.857142865657806	0.143987938761711	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN003_contigs.fa_antismash_contig00003.region002	HN003	USMM101_contigs.fa_antismash_contig00002.region002	USMM101	NA	0.114994771778584	0.783234238624573	1	0.881887376308441	0.978723406791687	0.0987611711025238	0.160685792565346	44	5	arylpolyene - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
HN065_contigs.fa_antismash_contig00010.region001	HN065	MMO-90_contigs.fa_antismash_contig00010.region001	MMO-90	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
