Clustername 1,Clustername 2,Raw distance,Squared similarity,Jaccard index,DSS index,Adjacency index,raw DSS non-anchor,raw DSS anchor,Non-anchor domains,Anchor domains,Combined group,Shared group,sampleID,junk,contigregion,junk2,junk3,fileext,cluster1,junk_1,contigregion_1,cluster2
MMO-119_contigs.fa_antismashcontig00003.region001_MMO-119_contigs.fa_antismash,USHLN270_contigs.fa_antismashcontig00019.region001_USHLN270_contigs.fa_antismash,0.1497096568346023,0.7229936718940735,0.8214285969734192,0.8502903580665588,0.7027027010917664,0.1659563928842544,0.1090928018093109,30,3,NRPS - NRPS,NRPS,MMO-119,contigs.fa,antismashcontig00003.region001,USHLN270,contigs.fa,antismash,MMO-119,contigs.fa,antismashcontig00019.region001,USHLN270
HN176_contigs.fa_antismashcontig00004.region001_HN176_contigs.fa_antismash,MMO-126_contigs.fa_antismashcontig00004.region001_MMO-126_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49,3,NRPS - NRPS,NRPS,HN176,contigs.fa,antismashcontig00004.region001,MMO-126,contigs.fa,antismash,HN176,contigs.fa,antismashcontig00004.region001,MMO-126
MMO-90_contigs.fa_antismashcontig00004.region001_MMO-90_contigs.fa_antismash,VD12_contigs.fa_antismashcontig00077.region001_VD12_contigs.fa_antismash,0.1538604795932769,0.7159520983695984,0.8181818127632141,0.8461394906044006,0.739130437374115,0.1770925819873809,0.0986842513084411,19,2,NRPS - NRPS,NRPS,MMO-90,contigs.fa,antismashcontig00004.region001,VD12,contigs.fa,antismash,MMO-90,contigs.fa,antismashcontig00077.region001,VD12
USHLN159_contigs.fa_antismashcontig00003.region001_USHLN159_contigs.fa_antismash,USMM101_contigs.fa_antismashcontig00003.region001_USMM101_contigs.fa_antismash,0.1973433047533035,0.6442577838897705,0.7910447716712952,0.8026567101478577,0.6883116960525513,0.182958036661148,0.2716671526432037,62,3,NRPS - NRPS,NRPS,USHLN159,contigs.fa,antismashcontig00003.region001,USMM101,contigs.fa,antismash,USHLN159,contigs.fa,antismashcontig00003.region001,USMM101
USMM059_contigs.fa_antismashcontig00003.region001_USMM059_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00003.region001_USMM064_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,47,3,NRPS - NRPS,NRPS,USMM059,contigs.fa,antismashcontig00003.region001,USMM064,contigs.fa,antismash,USMM059,contigs.fa,antismashcontig00003.region001,USMM064
AS212_contigs.fa_antismashcontig00001.region001_AS212_contigs.fa_antismash,VD5_contigs.fa_antismashcontig00003.region001_VD5_contigs.fa_antismash,0.2758716344833374,0.5243618488311768,0.6153846383094788,0.7241283655166626,0.53125,0.3157911002635956,0.1095405593514442,50,3,NRPS - NRPS,NRPS,AS212,contigs.fa,antismashcontig00001.region001,VD5,contigs.fa,antismash,AS212,contigs.fa,antismashcontig00003.region001,VD5
USMM062_contigs.fa_antismashcontig00005.region001_USMM062_contigs.fa_antismash,VD12_contigs.fa_antismashcontig00077.region001_VD12_contigs.fa_antismash,0.172001764178276,0.6855810880661011,0.8181818127632141,0.8279982209205627,0.739130437374115,0.1956246495246887,0.1158973798155784,19,2,NRPS - NRPS,NRPS,USMM062,contigs.fa,antismashcontig00005.region001,VD12,contigs.fa,antismash,USMM062,contigs.fa,antismashcontig00077.region001,VD12
HN069_contigs.fa_antismashcontig00003.region001_HN069_contigs.fa_antismash,MMO-45_contigs.fa_antismashcontig00004.region001_MMO-45_contigs.fa_antismash,0.0688258707523346,0.8670852780342102,0.9555555582046508,0.9311741590499878,0.9215686321258544,0.0600461475551128,0.1032131090760231,47,3,NRPS - NRPS,NRPS,HN069,contigs.fa,antismashcontig00003.region001,MMO-45,contigs.fa,antismash,HN069,contigs.fa,antismashcontig00004.region001,MMO-45
HN073_contigs.fa_antismashcontig00003.region001_HN073_contigs.fa_antismash,MMO-120_contigs.fa_antismashcontig00004.region001_MMO-120_contigs.fa_antismash,0.0688258707523346,0.8670852780342102,0.9555555582046508,0.9311741590499878,0.9215686321258544,0.0600461475551128,0.1032131090760231,47,3,NRPS - NRPS,NRPS,HN073,contigs.fa,antismashcontig00003.region001,MMO-120,contigs.fa,antismash,HN073,contigs.fa,antismashcontig00004.region001,MMO-120
USHLN162_contigs.fa_antismashcontig00004.region001_USHLN162_contigs.fa_antismash,VD24_contigs.fa_antismashcontig00017.region001_VD24_contigs.fa_antismash,0.0133766448125243,0.9734256267547609,1.0,0.9866233468055724,1.0,0.013936105184257,0.0104860970750451,62,3,NRPS - NRPS,NRPS,USHLN162,contigs.fa,antismashcontig00004.region001,VD24,contigs.fa,antismash,USHLN162,contigs.fa,antismashcontig00017.region001,VD24
HN007_contigs.fa_antismashcontig00004.region001_HN007_contigs.fa_antismash,MMO-94_contigs.fa_antismashcontig00004.region001_MMO-94_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49,3,NRPS - NRPS,NRPS,HN007,contigs.fa,antismashcontig00004.region001,MMO-94,contigs.fa,antismash,HN007,contigs.fa,antismashcontig00004.region001,MMO-94
AS139_contigs.fa_antismashcontig00008.region001_AS139_contigs.fa_antismash,VD24_contigs.fa_antismashcontig00017.region001_VD24_contigs.fa_antismash,0.1899478435516357,0.6561844944953918,0.8253968358039856,0.8100521564483643,0.7571428418159485,0.180772379040718,0.2365897744894027,61,3,NRPS - NRPS,NRPS,AS139,contigs.fa,antismashcontig00008.region001,VD24,contigs.fa,antismash,AS139,contigs.fa,antismashcontig00017.region001,VD24
HN065_contigs.fa_antismashcontig00004.region001_HN065_contigs.fa_antismash,HN124_contigs.fa_antismashcontig00002.region002_HN124_contigs.fa_antismash,0.1132098957896232,0.7863966822624207,0.93478262424469,0.8867900967597961,0.8518518805503845,0.1173092871904373,0.0961290970444679,50,3,NRPS - NRPS,NRPS,HN065,contigs.fa,antismashcontig00004.region001,HN124,contigs.fa,antismash,HN065,contigs.fa,antismashcontig00002.region002,HN124
HN069_contigs.fa_antismashcontig00003.region001_HN069_contigs.fa_antismash,USHLN184_contigs.fa_antismashcontig00001.region003_USHLN184_contigs.fa_antismash,0.0638250336050987,0.8764235377311707,0.9333333373069764,0.9361749887466432,0.8301886916160583,0.0615692399442195,0.072660245001316,47,3,NRPS - NRPS,NRPS,HN069,contigs.fa,antismashcontig00003.region001,USHLN184,contigs.fa,antismash,HN069,contigs.fa,antismashcontig00001.region003,USHLN184
USHLN06_contigs.fa_antismashcontig00004.region001_USHLN06_contigs.fa_antismash,USHLN179_contigs.fa_antismashcontig00002.region001_USHLN179_contigs.fa_antismash,0.2294244766235351,0.5937866568565369,0.5555555820465088,0.7705755233764648,0.5384615659713745,0.2210959792137146,0.2439993470907211,21,3,NRPS - NRPS,NRPS,USHLN06,contigs.fa,antismashcontig00004.region001,USHLN179,contigs.fa,antismash,USHLN06,contigs.fa,antismashcontig00002.region001,USHLN179
USHLN172_contigs.fa_antismashcontig00001.region002_USHLN172_contigs.fa_antismash,USMM074_contigs.fa_antismashcontig00012.region002_USMM074_contigs.fa_antismash,0.1062522307038307,0.7987850904464722,0.7941176295280457,0.8937477469444275,0.8055555820465088,0.1084057092666626,0.1028066650032997,32,5,NRPS - NRPS,NRPS,USHLN172,contigs.fa,antismashcontig00001.region002,USMM074,contigs.fa,antismash,USHLN172,contigs.fa,antismashcontig00012.region002,USMM074
HN049_contigs.fa_antismashcontig00004.region001_HN049_contigs.fa_antismash,USHLN167_contigs.fa_antismashcontig00004.region001_USHLN167_contigs.fa_antismash,0.2688691616058349,0.5345523357391357,0.6346153616905212,0.731130838394165,0.5230769515037537,0.3117692470550537,0.0865438282489776,51,3,NRPS - NRPS,NRPS,HN049,contigs.fa,antismashcontig00004.region001,USHLN167,contigs.fa,antismash,HN049,contigs.fa,antismashcontig00004.region001,USHLN167
HN119_contigs.fa_antismashcontig00021.region001_HN119_contigs.fa_antismash,USHLN08_contigs.fa_antismashcontig00004.region003_USHLN08_contigs.fa_antismash,0.2381096631288528,0.5804768800735474,0.692307710647583,0.7618903517723083,0.7058823704719543,0.3620940148830414,0.1244573593139648,33,9,NRPS - NRPS,NRPS,HN119,contigs.fa,antismashcontig00021.region001,USHLN08,contigs.fa,antismash,HN119,contigs.fa,antismashcontig00004.region003,USHLN08
AS170_contigs.fa_antismashcontig00003.region001_AS170_contigs.fa_antismash,USMM085_contigs.fa_antismashcontig00006.region001_USMM085_contigs.fa_antismash,0.2216939479112625,0.6057603359222412,0.9622641801834106,0.7783060669898987,0.8771929740905762,0.1383548974990844,0.3508694469928741,62,10,NRPS - NRPS,NRPS,AS170,contigs.fa,antismashcontig00003.region001,USMM085,contigs.fa,antismash,AS170,contigs.fa,antismashcontig00006.region001,USMM085
HN087_contigs.fa_antismashcontig00003.region001_HN087_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00003.region001_USMM064_contigs.fa_antismash,3.516421566018835e-05,0.999929666519165,1.0,0.9999648332595824,1.0,4.414231443661265e-05,0.0,47,3,NRPS - NRPS,NRPS,HN087,contigs.fa,antismashcontig00003.region001,USMM064,contigs.fa,antismash,HN087,contigs.fa,antismashcontig00003.region001,USMM064
HN069_contigs.fa_antismashcontig00003.region001_HN069_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00003.region001_USMM059_contigs.fa_antismash,3.516421566018835e-05,0.999929666519165,1.0,0.9999648332595824,1.0,4.414231443661265e-05,0.0,47,3,NRPS - NRPS,NRPS,HN069,contigs.fa,antismashcontig00003.region001,USMM059,contigs.fa,antismash,HN069,contigs.fa,antismashcontig00003.region001,USMM059
MMO-41_contigs.fa_antismashcontig00001.region001_MMO-41_contigs.fa_antismash,MMO-44_contigs.fa_antismashcontig00001.region001_MMO-44_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,43,8,NRPS - NRPS,NRPS,MMO-41,contigs.fa,antismashcontig00001.region001,MMO-44,contigs.fa,antismash,MMO-41,contigs.fa,antismashcontig00001.region001,MMO-44
HN176_contigs.fa_antismashcontig00004.region001_HN176_contigs.fa_antismash,USMM051_contigs.fa_antismashcontig00003.region001_USMM051_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,HN176,contigs.fa,antismashcontig00004.region001,USMM051,contigs.fa,antismash,HN176,contigs.fa,antismashcontig00003.region001,USMM051
MMO-164_contigs.fa_antismashcontig00001.region001_MMO-164_contigs.fa_antismash,MMO-165_contigs.fa_antismashcontig00004.region001_MMO-165_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,35,3,NRPS - NRPS,NRPS,MMO-164,contigs.fa,antismashcontig00001.region001,MMO-165,contigs.fa,antismash,MMO-164,contigs.fa,antismashcontig00004.region001,MMO-165
USHLN162_contigs.fa_antismashcontig00004.region001_USHLN162_contigs.fa_antismash,USHLN199_contigs.fa_antismashcontig00003.region001_USHLN199_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,62,3,NRPS - NRPS,NRPS,USHLN162,contigs.fa,antismashcontig00004.region001,USHLN199,contigs.fa,antismash,USHLN162,contigs.fa,antismashcontig00003.region001,USHLN199
HN109_contigs.fa_antismashcontig00004.region001_HN109_contigs.fa_antismash,USHLN296_contigs.fa_antismashcontig00009.region001_USHLN296_contigs.fa_antismash,0.1582026481628418,0.7086227536201477,0.8571428656578064,0.8417973518371582,0.7777777910232544,0.1735663414001464,0.1185131222009658,31,3,NRPS - NRPS,NRPS,HN109,contigs.fa,antismashcontig00004.region001,USHLN296,contigs.fa,antismash,HN109,contigs.fa,antismashcontig00009.region001,USHLN296
MMO-110_contigs.fa_antismashcontig00003.region001_MMO-110_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00003.region001_USMM064_contigs.fa_antismash,3.516421566018835e-05,0.999929666519165,1.0,0.9999648332595824,1.0,4.414231443661265e-05,0.0,47,3,NRPS - NRPS,NRPS,MMO-110,contigs.fa,antismashcontig00003.region001,USMM064,contigs.fa,antismash,MMO-110,contigs.fa,antismashcontig00003.region001,USMM064
MMO-116_contigs.fa_antismashcontig00003.region001_MMO-116_contigs.fa_antismash,USHLN291_contigs.fa_antismashcontig00020.region001_USHLN291_contigs.fa_antismash,0.11914774030447,0.7759007215499878,0.8214285969734192,0.8808522820472717,0.7222222089767456,0.1233084052801132,0.1090928018093109,29,3,NRPS - NRPS,NRPS,MMO-116,contigs.fa,antismashcontig00003.region001,USHLN291,contigs.fa,antismash,MMO-116,contigs.fa,antismashcontig00020.region001,USHLN291
USHLN260_contigs.fa_antismashcontig00009.region001_USHLN260_contigs.fa_antismash,USMM130_contigs.fa_antismashcontig00001.region002_USMM130_contigs.fa_antismash,0.0055926409550011,0.9888460040092468,1.0,0.99440735578537,1.0,0.0020326497033238,0.0140476208180189,57,6,NRPS - NRPS,NRPS,USHLN260,contigs.fa,antismashcontig00009.region001,USMM130,contigs.fa,antismash,USHLN260,contigs.fa,antismashcontig00001.region002,USMM130
HN034_contigs.fa_antismashcontig00007.region001_HN034_contigs.fa_antismash,MMO-128_contigs.fa_antismashcontig00007.region001_MMO-128_contigs.fa_antismash,0.28741654753685,0.5077751874923706,0.4404761791229248,0.7125834226608276,0.4042553305625915,0.2737810611724853,0.3291752934455871,49,4,NRPS.hserlactone - arylpolyene.NRPS.hserlactone,,HN034,contigs.fa,antismashcontig00007.region001,MMO-128,contigs.fa,antismash,HN034,contigs.fa,antismashcontig00007.region001,MMO-128
VD12_contigs.fa_antismashcontig00077.region001_VD12_contigs.fa_antismash,VD5_contigs.fa_antismashcontig00003.region001_VD5_contigs.fa_antismash,0.0357883833348751,0.9297040700912476,0.9523809552192688,0.964211642742157,0.9523809552192688,0.050103735178709,0.0,20,2,NRPS - NRPS,NRPS,VD12,contigs.fa,antismashcontig00077.region001,VD5,contigs.fa,antismash,VD12,contigs.fa,antismashcontig00003.region001,VD5
MMO-126_contigs.fa_antismashcontig00004.region001_MMO-126_contigs.fa_antismash,USMM062_contigs.fa_antismashcontig00005.region001_USMM062_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,MMO-126,contigs.fa,antismashcontig00004.region001,USMM062,contigs.fa,antismash,MMO-126,contigs.fa,antismashcontig00005.region001,USMM062
HN039_contigs.fa_antismashcontig00003.region002_HN039_contigs.fa_antismash,MMO-102_contigs.fa_antismashcontig00004.region002_MMO-102_contigs.fa_antismash,0.0657852068543434,0.8727573156356812,0.800000011920929,0.9342147707939148,0.7777777910232544,0.0681884214282035,0.0339425578713417,53,1,NRPS-like - NRPS-like.hserlactone,,HN039,contigs.fa,antismashcontig00003.region002,MMO-102,contigs.fa,antismash,HN039,contigs.fa,antismashcontig00004.region002,MMO-102
USHLN200_contigs.fa_antismashcontig00003.region001_USHLN200_contigs.fa_antismash,VD30_contigs.fa_antismashcontig00004.region001_VD30_contigs.fa_antismash,0.013313497416675,0.973550260066986,1.0,0.9866865277290344,1.0,0.0138607360422611,0.0104860970750451,62,3,NRPS - NRPS,NRPS,USHLN200,contigs.fa,antismashcontig00003.region001,VD30,contigs.fa,antismash,USHLN200,contigs.fa,antismashcontig00004.region001,VD30
HN065_contigs.fa_antismashcontig00004.region001_HN065_contigs.fa_antismash,HN176_contigs.fa_antismashcontig00004.region001_HN176_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49,3,NRPS - NRPS,NRPS,HN065,contigs.fa,antismashcontig00004.region001,HN176,contigs.fa,antismash,HN065,contigs.fa,antismashcontig00004.region001,HN176
HN176_contigs.fa_antismashcontig00004.region001_HN176_contigs.fa_antismash,USMM072_contigs.fa_antismashcontig00003.region001_USMM072_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,HN176,contigs.fa,antismashcontig00004.region001,USMM072,contigs.fa,antismash,HN176,contigs.fa,antismashcontig00003.region001,USMM072
HN151_contigs.fa_antismashcontig00002.region001_HN151_contigs.fa_antismash,HN173_contigs.fa_antismashcontig00002.region001_HN173_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,59,12,NRPS - NRPS,NRPS,HN151,contigs.fa,antismashcontig00002.region001,HN173,contigs.fa,antismash,HN151,contigs.fa,antismashcontig00002.region001,HN173
HN120_contigs.fa_antismashcontig00002.region001_HN120_contigs.fa_antismash,MMO-94_contigs.fa_antismashcontig00004.region001_MMO-94_contigs.fa_antismash,0.0986723527312278,0.8123915195465088,0.93478262424469,0.901327669620514,0.8518518805503845,0.0992951840162277,0.0961290970444679,49,3,NRPS - NRPS,NRPS,HN120,contigs.fa,antismashcontig00002.region001,MMO-94,contigs.fa,antismash,HN120,contigs.fa,antismashcontig00004.region001,MMO-94
MMO-38_contigs.fa_antismashcontig00003.region001_MMO-38_contigs.fa_antismash,USHLN262_contigs.fa_antismashcontig00002.region001_USHLN262_contigs.fa_antismash,0.2774847745895386,0.5220282673835754,0.699999988079071,0.7225152254104614,0.5,0.3185651898384094,0.1097397655248642,49,3,NRPS - NRPS,NRPS,MMO-38,contigs.fa,antismashcontig00003.region001,USHLN262,contigs.fa,antismash,MMO-38,contigs.fa,antismashcontig00002.region001,USHLN262
MMO-25_contigs.fa_antismashcontig00001.region002_MMO-25_contigs.fa_antismash,USHLN181_contigs.fa_antismashcontig00005.region001_USHLN181_contigs.fa_antismash,0.1165866330265998,0.7804191708564758,0.5833333134651184,0.8834133744239807,0.5686274766921997,0.2351330071687698,0.0184154156595468,53,16,NRPS - NRPS,NRPS,MMO-25,contigs.fa,antismashcontig00001.region002,USHLN181,contigs.fa,antismash,MMO-25,contigs.fa,antismashcontig00005.region001,USHLN181
USMM045_contigs.fa_antismashcontig00030.region001_USMM045_contigs.fa_antismash,USMM048_contigs.fa_antismashcontig00030.region001_USMM048_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,53,15,NRPS - NRPS,NRPS,USMM045,contigs.fa,antismashcontig00030.region001,USMM048,contigs.fa,antismash,USMM045,contigs.fa,antismashcontig00030.region001,USMM048
USHLN292_contigs.fa_antismashcontig00001.region003_USHLN292_contigs.fa_antismash,VD12_contigs.fa_antismashcontig00077.region001_VD12_contigs.fa_antismash,0.1796415895223617,0.6729879379272461,0.7142857313156128,0.820358395576477,0.7142857313156128,0.1895519196987152,0.1622985005378723,14,2,NRPS - NRPS,NRPS,USHLN292,contigs.fa,antismashcontig00001.region003,VD12,contigs.fa,antismash,USHLN292,contigs.fa,antismashcontig00077.region001,VD12
USHLN193_contigs.fa_antismashcontig00002.region001_USHLN193_contigs.fa_antismash,USMM086_contigs.fa_antismashcontig00001.region001_USMM086_contigs.fa_antismash,0.0019745805766433,0.996054708957672,1.0,0.9980254173278807,1.0,0.0013479792978614,0.0034157631453126,46,5,NRPS - NRPS,NRPS,USHLN193,contigs.fa,antismashcontig00002.region001,USMM086,contigs.fa,antismash,USHLN193,contigs.fa,antismashcontig00001.region001,USMM086
USHLN181_contigs.fa_antismashcontig00001.region003_USHLN181_contigs.fa_antismash,USHLN183_contigs.fa_antismashcontig00004.region003_USHLN183_contigs.fa_antismash,0.2107102423906326,0.6229783296585083,0.5869565010070801,0.7892897725105286,0.5799999833106995,0.3073620200157165,0.0029089704621583,43,5,NRPS - NRPS,NRPS,USHLN181,contigs.fa,antismashcontig00001.region003,USHLN183,contigs.fa,antismash,USHLN181,contigs.fa,antismashcontig00004.region003,USHLN183
M50_contigs.fa_antismashcontig00103.region001_M50_contigs.fa_antismash,MMO-126_contigs.fa_antismashcontig00004.region001_MMO-126_contigs.fa_antismash,0.1603498011827469,0.7050124406814575,1.0,0.8396502137184143,1.0,0.1472026109695434,0.1817139983177185,13,2,NRPS - NRPS,NRPS,M50,contigs.fa,antismashcontig00103.region001,MMO-126,contigs.fa,antismash,M50,contigs.fa,antismashcontig00004.region001,MMO-126
USMM087_contigs.fa_antismashcontig00003.region001_USMM087_contigs.fa_antismash,USMM093_contigs.fa_antismashcontig00006.region004_USMM093_contigs.fa_antismash,0.1793395280838012,0.6734836101531982,0.8444444537162781,0.8206604719161987,0.6296296119689941,0.1946895271539688,0.1455695182085037,44,5,NRPS - NRPS,NRPS,USMM087,contigs.fa,antismashcontig00003.region001,USMM093,contigs.fa,antismash,USMM087,contigs.fa,antismashcontig00006.region004,USMM093
HN176_contigs.fa_antismashcontig00004.region001_HN176_contigs.fa_antismash,MMO-89_contigs.fa_antismashcontig00004.region001_MMO-89_contigs.fa_antismash,8.628127397969365e-05,0.9998274445533752,1.0,0.9999136924743652,1.0,0.000107411382487,0.0,49,3,NRPS - NRPS,NRPS,HN176,contigs.fa,antismashcontig00004.region001,MMO-89,contigs.fa,antismash,HN176,contigs.fa,antismashcontig00004.region001,MMO-89
HN091_contigs.fa_antismashcontig00003.region001_HN091_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00003.region001_USMM064_contigs.fa_antismash,3.516421566018835e-05,0.999929666519165,1.0,0.9999648332595824,1.0,4.414231443661265e-05,0.0,47,3,NRPS - NRPS,NRPS,HN091,contigs.fa,antismashcontig00003.region001,USMM064,contigs.fa,antismash,HN091,contigs.fa,antismashcontig00003.region001,USMM064
USHLN179_contigs.fa_antismashcontig00002.region001_USHLN179_contigs.fa_antismash,USMM058_contigs.fa_antismashcontig00003.region001_USMM058_contigs.fa_antismash,0.0794625282287597,0.8473892211914062,0.9333333373069764,0.9205374717712402,0.8301886916160583,0.0811631008982658,0.072660245001316,48,3,NRPS - NRPS,NRPS,USHLN179,contigs.fa,antismashcontig00002.region001,USMM058,contigs.fa,antismash,USHLN179,contigs.fa,antismashcontig00003.region001,USMM058
HN073_contigs.fa_antismashcontig00003.region001_HN073_contigs.fa_antismash,MMO-84_contigs.fa_antismashcontig00004.region001_MMO-84_contigs.fa_antismash,0.0688258707523346,0.8670852780342102,0.9555555582046508,0.9311741590499878,0.9215686321258544,0.0600461475551128,0.1032131090760231,47,3,NRPS - NRPS,NRPS,HN073,contigs.fa,antismashcontig00003.region001,MMO-84,contigs.fa,antismash,HN073,contigs.fa,antismashcontig00004.region001,MMO-84
USHLN188_contigs.fa_antismashcontig00002.region003_USHLN188_contigs.fa_antismash,USHLN190_contigs.fa_antismashcontig00001.region001_USHLN190_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,52,5,NRPS - NRPS,NRPS,USHLN188,contigs.fa,antismashcontig00002.region003,USHLN190,contigs.fa,antismash,USHLN188,contigs.fa,antismashcontig00001.region001,USHLN190
MMO-151_contigs.fa_antismashcontig00010.region001_MMO-151_contigs.fa_antismash,MMO-28_contigs.fa_antismashcontig00003.region001_MMO-28_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,39,3,NRPS - NRPS,NRPS,MMO-151,contigs.fa,antismashcontig00010.region001,MMO-28,contigs.fa,antismash,MMO-151,contigs.fa,antismashcontig00003.region001,MMO-28
HN041_contigs.fa_antismashcontig00006.region001_HN041_contigs.fa_antismash,HN071_contigs.fa_antismashcontig00008.region002_HN071_contigs.fa_antismash,0.1865803897380828,0.6616514325141907,0.7358490824699402,0.8134195804595947,0.60317462682724,0.2173908054828643,0.0922235399484634,49,4,NRPS.hserlactone - NRPS.hserlactone,NRPS.hserlactone,HN041,contigs.fa,antismashcontig00006.region001,HN071,contigs.fa,antismash,HN041,contigs.fa,antismashcontig00008.region002,HN071
USHLN181_contigs.fa_antismashcontig00005.region001_USHLN181_contigs.fa_antismash,USHLN193_contigs.fa_antismashcontig00009.region003_USHLN193_contigs.fa_antismash,0.1709878742694854,0.6872611045837402,0.4600000083446502,0.8290120959281921,0.4339622557163238,0.3531590402126312,0.0315130837261676,49,16,NRPS - NRPS,NRPS,USHLN181,contigs.fa,antismashcontig00005.region001,USHLN193,contigs.fa,antismash,USHLN181,contigs.fa,antismashcontig00009.region003,USHLN193
AS093_contigs.fa_antismashcontig00012.region001_AS093_contigs.fa_antismash,HN039_contigs.fa_antismashcontig00003.region001_HN039_contigs.fa_antismash,0.1403902918100357,0.7389288544654846,0.8846153616905212,0.8596097230911255,0.8055555820465088,0.1478161960840225,0.1337894946336746,32,9,NRPS - NRPS,NRPS,AS093,contigs.fa,antismashcontig00012.region001,HN039,contigs.fa,antismash,AS093,contigs.fa,antismashcontig00003.region001,HN039
USHLN179_contigs.fa_antismashcontig00002.region001_USHLN179_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00003.region001_USMM064_contigs.fa_antismash,0.0794625282287597,0.8473892211914062,0.9333333373069764,0.9205374717712402,0.8301886916160583,0.0811631008982658,0.072660245001316,48,3,NRPS - NRPS,NRPS,USHLN179,contigs.fa,antismashcontig00002.region001,USMM064,contigs.fa,antismash,USHLN179,contigs.fa,antismashcontig00003.region001,USMM064
HN003_contigs.fa_antismashcontig00004.region002_HN003_contigs.fa_antismash,USHLN200_contigs.fa_antismashcontig00003.region001_USHLN200_contigs.fa_antismash,0.1873017698526382,0.660478413105011,0.8571428656578064,0.812698245048523,0.8115941882133484,0.178137719631195,0.2354130744934082,63,3,NRPS - NRPS,NRPS,HN003,contigs.fa,antismashcontig00004.region002,USHLN200,contigs.fa,antismash,HN003,contigs.fa,antismashcontig00003.region001,USHLN200
AS124_contigs.fa_antismashcontig00004.region001_AS124_contigs.fa_antismash,M50_contigs.fa_antismashcontig00103.region001_M50_contigs.fa_antismash,0.1603498011827469,0.7050124406814575,1.0,0.8396502137184143,1.0,0.1472026109695434,0.1817139983177185,13,2,NRPS - NRPS,NRPS,AS124,contigs.fa,antismashcontig00004.region001,M50,contigs.fa,antismash,AS124,contigs.fa,antismashcontig00103.region001,M50
USHLN260_contigs.fa_antismashcontig00008.region001_USHLN260_contigs.fa_antismash,USHLN281_contigs.fa_antismashcontig00002.region002_USHLN281_contigs.fa_antismash,0.0035257742274552,0.9929608702659608,1.0,0.9964742064476012,1.0,0.0026217887643724,0.0068027209490537,29,2,NRPS - NRPS,NRPS,USHLN260,contigs.fa,antismashcontig00008.region001,USHLN281,contigs.fa,antismash,USHLN260,contigs.fa,antismashcontig00002.region002,USHLN281
USHLN199_contigs.fa_antismashcontig00003.region001_USHLN199_contigs.fa_antismash,USHLN32_contigs.fa_antismashcontig00003.region001_USHLN32_contigs.fa_antismash,0.0855985879898071,0.8361299633979797,1.0,0.9144014120101928,1.0,0.0709250718355178,0.1614117622375488,62,3,NRPS - NRPS,NRPS,USHLN199,contigs.fa,antismashcontig00003.region001,USHLN32,contigs.fa,antismash,USHLN199,contigs.fa,antismashcontig00003.region001,USHLN32
USHLN192_contigs.fa_antismashcontig00001.region006_USHLN192_contigs.fa_antismash,USMM074_contigs.fa_antismashcontig00012.region002_USMM074_contigs.fa_antismash,0.1062522307038307,0.7987850904464722,0.7941176295280457,0.8937477469444275,0.8055555820465088,0.1084057092666626,0.1028066650032997,32,5,NRPS - NRPS,NRPS,USHLN192,contigs.fa,antismashcontig00001.region006,USMM074,contigs.fa,antismash,USHLN192,contigs.fa,antismashcontig00012.region002,USMM074
MMO-94_contigs.fa_antismashcontig00004.region001_MMO-94_contigs.fa_antismash,USHLN184_contigs.fa_antismashcontig00001.region003_USHLN184_contigs.fa_antismash,0.0983776226639747,0.8129228949546814,0.93478262424469,0.9016223549842834,0.8679245114326477,0.0996683165431022,0.0931072756648063,49,3,NRPS - NRPS,NRPS,MMO-94,contigs.fa,antismashcontig00004.region001,USHLN184,contigs.fa,antismash,MMO-94,contigs.fa,antismashcontig00001.region003,USHLN184
