sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,genome_type,junk,internal_id,source_lab,sample_location,sample_source,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,mosquito_species,mosquito_strain_lab,sample_source,lab_field_derived,confirmed_growth_media,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,n50,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
USHLN149,contig00006,region001,RiPP,False,[5000:5969],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USHLN149,ValienteMoro_Claire,"Antananarivo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.83,4319766.0,25.0,172790.0,1343483.0,528580.0,157.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,JAATFS01,
USHLN149,contig00006,region002,other,False,[20000:21200],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,USHLN149,ValienteMoro_Claire,"Antananarivo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.83,4319766.0,25.0,172790.0,1343483.0,528580.0,157.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,JAATFS01,
USHLN149,contig00010,region001,NRPS,False,[20000:24056],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN149,ValienteMoro_Claire,"Antananarivo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.83,4319766.0,25.0,172790.0,1343483.0,528580.0,157.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,JAATFS01,
USHLN150,contig00001,region001,other,False,[10000:19337],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00001,region002,NRPS,False,[18407:44942],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00001,region003,NRPS,False,[20000:34235],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00002,region001,PKS,False,[20000:24935],20000.0,cds(PKS_AT and (PKS_KS or ene_KS or mod_KS or hyb_KS or itr_KS or tra_KS)),T1PKS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00004,region001,other,False,[5000:5399],20000.0,ectoine_synt,ectoine,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00004,region002,PKS,False,[20000:21056],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00005,region001,NRPS,False,[19205:21734],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,neighbouring,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00007,region001,NRPS,False,[20000:22535],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00008,region001,NRPS,True,[15000:18894],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00009,region001,NRPS,False,[19466:67963],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00009,region002,RiPP,False,[10000:12779],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00009,region003,NRPS,False,[20000:24119],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00012,region001,RiPP,False,[5000:6940],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00013,region001,NRPS,False,[20000:35969],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00015,region001,NRPS,False,[20000:46925],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00017,region001,NRPS,False,[20000:32453],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00017,region002,NRPS,True,[20000:23099],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00019,region001,terpene,True,[10000:11029],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00027,region001,NRPS,True,[20000:29414],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN150,contig00029,region001,NRPS,False,[15000:19092],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,USHLN150,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.56,0.94,7190419.0,123.0,58458.0,912742.0,276143.0,99.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus globerulus
USHLN152,contig00001,region001,RiPP,False,[5000:5261],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00001,region002,NRPS,False,[20000:27017],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00001,region003,terpene,False,[10000:11854],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00002,region001,other,False,[5000:8708],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00002,region002,NRPS,False,[20000:31749],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00002,region003,NRPS,False,[20000:45909],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00008,region001,RiPP,True,[10000:13507],20000.0,((((goadsporin_like or PF00881 or TIGR03605) and (YcaO or TIGR03604)) or TIGR03882 or TIGR03603 or TIGR03602) and not cyanobactin_synth),LAP,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00010,region001,NRPS,False,[20000:27608],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00013,region001,other,False,[10000:15239],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00013,region002,RiPP,False,[5000:5330],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00014,region001,NRPS,False,[20000:23582],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00017,region001,RiPP,True,[10000:11407],20000.0,"(TIGR03973 or SCIFF or (cds(PF04055 and (TIGR04085 or SPASM)) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]) and not (TIGR01716 or subtilosin or TIGR02111 or TIGR03966 or TIGR04103 or (YcaO or TIGR03604))))",ranthipeptide,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00020,region001,RiPP,True,[6888:8004],10000.0,"minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE])",RRE-containing,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00036,region001,RiPP,True,[5000:5222],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00041,region001,RiPP,True,[499:3103],20000.0,(micKC and not PKS_KS),lanthipeptide-class-iii,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN152,contig00057,region001,NRPS,True,[0:2742],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,USHLN152,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,99.34,0.91,6275249.0,151.0,41557.0,968890.0,359896.0,95.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A thuringiensis_S
USHLN153,contig00002,region001,other,False,[10000:15858],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,USHLN153,ValienteMoro_Claire,"Ambohidratrimo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.58,2650633.0,17.0,155919.0,701111.0,463942.0,329.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,
USHLN153,contig00003,region001,PKS,False,[20000:21146],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,USHLN153,ValienteMoro_Claire,"Ambohidratrimo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.58,2650633.0,17.0,155919.0,701111.0,463942.0,329.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,
USHLN153,contig00003,region002,other,False,[10000:21622],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,USHLN153,ValienteMoro_Claire,"Ambohidratrimo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.58,2650633.0,17.0,155919.0,701111.0,463942.0,329.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,
USHLN153,contig00004,region001,terpene,False,[10000:10960],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USHLN153,ValienteMoro_Claire,"Ambohidratrimo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.58,2650633.0,17.0,155919.0,701111.0,463942.0,329.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,
USHLN153,contig00007,region001,PKS,False,[20000:21248],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,USHLN153,ValienteMoro_Claire,"Ambohidratrimo,MD;Africa",mosquito,adults,male,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.58,2650633.0,17.0,155919.0,701111.0,463942.0,329.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,
USHLN154,contig00002,region001,terpene,False,[10000:10894],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USHLN154,ValienteMoro_Claire,"Rhône,FR;Europe",mosquito,larvae,unk,,whole_body,Aedes_albopictus,,mosquito,field,LB,,,,,100.0,0.0,3024531.0,19.0,159185.0,889441.0,393924.0,277.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp001373475
