sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,internal_id,sequencing_run,seq_sumission_date,data_return_date,plate_location,internal_date_received,external_id,source_lab,isolate_name,genus_predicted,species_predicted,isolation_date,lat_lon,isolate_source,comments,antibiotics_pr_partial_resistance,confirmed_media_for_growth,source,location_country,life_stage,sex,feeding_status,tissue,mosquito_species,mosquito_strain,lab_field,identity_via_wgs_kraken2,percent_28,species,percent_30,x31,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtbd_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,==...
USHLN205,contig00007,region001,RiPP,False,[81385:82095],20000.0,(TIGR04223 or AgrB),cyclic-lactone-autoinducer,1.0,single,USHLN205,UW-2,07/07/2022,8/19/22,A9,11/30/21,81,"ValienteMoro,Claire",Staphylococcus sp,Staphylococcus,-,2010 November,"Ankazobe, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Ankazobe, Madagascar",adult,female,sugar,body,Aedes albopictus,,field,Staphylococcus,97.45,nepalensis,93.81,,Pass,99.45,1.1,2806583.0,50.0,56131.0,728057.0,33.1,2645.0,437000.0,4104722.0,216.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis,GCF_014635045.1,99.57,0.95,True
USHLN205,contig00009,region001,other,False,[14954:19934],20000.0,IucA_IucC,siderophore,1.0,single,USHLN205,UW-2,07/07/2022,8/19/22,A9,11/30/21,81,"ValienteMoro,Claire",Staphylococcus sp,Staphylococcus,-,2010 November,"Ankazobe, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Ankazobe, Madagascar",adult,female,sugar,body,Aedes albopictus,,field,Staphylococcus,97.45,nepalensis,93.81,,Pass,99.45,1.1,2806583.0,50.0,56131.0,728057.0,33.1,2645.0,437000.0,4104722.0,216.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis,GCF_014635045.1,99.57,0.95,True
USHLN208,contig00002,region001,terpene,False,[203075:203990](-),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USHLN208,UW-3,8/23/22,09/09/2022,D9,11/30/21,3c,"ValienteMoro,Claire",Cellulomonas sp.,Cellulomas,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Cellulosimicrobium,89.41,cellulans,71.37,,Pass,100.0,1.83,4645125.0,70.0,66358.0,415982.0,74.1,4038.0,270304.0,4707375.0,137.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium cellulans_E,GCF_001019615.1,98.37,0.93,True
USHLN208,contig00003,region001,PKS,False,[88230:89367](+),20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,neighbouring,USHLN208,UW-3,8/23/22,09/09/2022,D9,11/30/21,3c,"ValienteMoro,Claire",Cellulomonas sp.,Cellulomas,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Cellulosimicrobium,89.41,cellulans,71.37,,Pass,100.0,1.83,4645125.0,70.0,66358.0,415982.0,74.1,4038.0,270304.0,4707375.0,137.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium cellulans_E,GCF_001019615.1,98.37,0.93,True
USHLN208,contig00006,region001,RiPP,False,[137209:137506](-),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USHLN208,UW-3,8/23/22,09/09/2022,D9,11/30/21,3c,"ValienteMoro,Claire",Cellulomonas sp.,Cellulomas,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Cellulosimicrobium,89.41,cellulans,71.37,,Pass,100.0,1.83,4645125.0,70.0,66358.0,415982.0,74.1,4038.0,270304.0,4707375.0,137.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium cellulans_E,GCF_001019615.1,98.37,0.93,True
USHLN208,contig00010,region001,NRPS,True,[8398:14611],20000.0,(ATP-grasp and AMP-binding and PP-binding and (DUF98 or Orn_Arg_deC_N or Orn_DAP_Arg_deC)),thioamide-NRP,1.0,single,USHLN208,UW-3,8/23/22,09/09/2022,D9,11/30/21,3c,"ValienteMoro,Claire",Cellulomonas sp.,Cellulomas,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Cellulosimicrobium,89.41,cellulans,71.37,,Pass,100.0,1.83,4645125.0,70.0,66358.0,415982.0,74.1,4038.0,270304.0,4707375.0,137.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium cellulans_E,GCF_001019615.1,98.37,0.93,True
USHLN210,contig00001,region001,PKS,False,[186341:187487](-),20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,USHLN210,UW-3,8/23/22,09/09/2022,E9,11/30/21,67b,"ValienteMoro,Claire",Terrabacter sp.,Terrabacter,-,2010 November,"Tsimbazaza parc, Antananarivo, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Tsimbazaza parc, Antananarivo, Madagascar",adult,male,,body,Aedes albopictus,,field,Kocuria,80.88,unclassified/sp. KD4,34.62,,Pass,98.68,0.0,2986052.0,59.0,50611.0,390332.0,68.7,2755.0,217351.0,5112419.0,252.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina,GCA_014652975.1,98.79,0.93,True
USHLN210,contig00007,region001,other,False,[56033:62849],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,USHLN210,UW-3,8/23/22,09/09/2022,E9,11/30/21,67b,"ValienteMoro,Claire",Terrabacter sp.,Terrabacter,-,2010 November,"Tsimbazaza parc, Antananarivo, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Tsimbazaza parc, Antananarivo, Madagascar",adult,male,,body,Aedes albopictus,,field,Kocuria,80.88,unclassified/sp. KD4,34.62,,Pass,98.68,0.0,2986052.0,59.0,50611.0,390332.0,68.7,2755.0,217351.0,5112419.0,252.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina,GCA_014652975.1,98.79,0.93,True
USHLN210,contig00008,region001,NRPS,False,[89560:93610](-),5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,single,USHLN210,UW-3,8/23/22,09/09/2022,E9,11/30/21,67b,"ValienteMoro,Claire",Terrabacter sp.,Terrabacter,-,2010 November,"Tsimbazaza parc, Antananarivo, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Tsimbazaza parc, Antananarivo, Madagascar",adult,male,,body,Aedes albopictus,,field,Kocuria,80.88,unclassified/sp. KD4,34.62,,Pass,98.68,0.0,2986052.0,59.0,50611.0,390332.0,68.7,2755.0,217351.0,5112419.0,252.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina,GCA_014652975.1,98.79,0.93,True
USHLN210,contig00008,region002,other,False,[149807:151634](+),20000.0,IucA_IucC,siderophore,1.0,single,USHLN210,UW-3,8/23/22,09/09/2022,E9,11/30/21,67b,"ValienteMoro,Claire",Terrabacter sp.,Terrabacter,-,2010 November,"Tsimbazaza parc, Antananarivo, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Tsimbazaza parc, Antananarivo, Madagascar",adult,male,,body,Aedes albopictus,,field,Kocuria,80.88,unclassified/sp. KD4,34.62,,Pass,98.68,0.0,2986052.0,59.0,50611.0,390332.0,68.7,2755.0,217351.0,5112419.0,252.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina,GCA_014652975.1,98.79,0.93,True
USHLN210,contig00010,region001,terpene,False,[13457:14357](+),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USHLN210,UW-3,8/23/22,09/09/2022,E9,11/30/21,67b,"ValienteMoro,Claire",Terrabacter sp.,Terrabacter,-,2010 November,"Tsimbazaza parc, Antananarivo, Madagascar",mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,"Tsimbazaza parc, Antananarivo, Madagascar",adult,male,,body,Aedes albopictus,,field,Kocuria,80.88,unclassified/sp. KD4,34.62,,Pass,98.68,0.0,2986052.0,59.0,50611.0,390332.0,68.7,2755.0,217351.0,5112419.0,252.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina,GCA_014652975.1,98.79,0.93,True
USHLN211,contig00001,region001,RiPP,False,[21028:21934](+),10000.0,"minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE])",RRE-containing,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00001,region002,terpene,False,[190886:191726](+),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,neighbouring,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00002,region001,PKS,False,[327066:328164](+),20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00002,region002,terpene,False,[396359:398237](-),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00003,region001,NRPS,False,[177308:221034],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00003,region002,RiPP,False,[389446:389746](-),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00007,region001,other,False,[11272:23535],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00007,region002,RiPP,True,[180368:180695](-),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN211,contig00018,region001,other,True,[15155:23567],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,USHLN211,UW-2,07/07/2022,8/19/22,B9,11/30/21,14a,"ValienteMoro,Claire",Kocuria sp,Kocuria,-,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,male,,body,Aedes albopictus,,field,Bacillus,95.88,altitudinis,32.39,,Pass,99.59,0.0,3757000.0,46.0,81673.0,871229.0,41.0,3836.0,335611.0,3504307.0,138.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,GCF_000691145.1,98.22,0.94,True
USHLN213,contig00001,region001,NRPS,False,[318634:322561](+),5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00001,region002,NRPS,True,[531745:534514](-),0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00003,region001,other,False,[257167:265318],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00003,region002,RiPP,False,[368926:369289](-),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00004,region001,other,False,[219859:222217](-),20000.0,IucA_IucC,siderophore,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00005,region001,PKS,False,[119245:120436](-),20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00009,region001,terpene,False,[110699:111632](-),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00009,region002,RiPP,True,[189300:189696](+),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00010,region001,PKS,True,[162636:163794](-),20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN213,contig00014,region001,RiPP,False,[67068:67671](-),20000.0,(cypemycin or cypI),linaridin,1.0,single,USHLN213,UW-3,8/23/22,09/09/2022,F9,11/30/21,125a,"ValienteMoro,Claire",,,,,,mosquito,,,"LBm, 28°C, 48h solid medium",,,adult,female,,body,Aedes albopictus,,field,Curtobacterium,88.85,unclassfied/sp. BH-2-1-1,86.24,,Pass,98.99,0.76,3971861.0,44.0,90269.0,542298.0,71.4,3806.0,266130.0,4834087.0,179.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp001806325,GCF_001806325.1,97.97,0.92,True
USHLN215,contig00002,region001,NRPS,False,[463536:467604](+),5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,single,USHLN215,UW-2,07/07/2022,8/19/22,C9,12/01/2021,21a,"ValienteMoro,Claire",Staphylococcus epidermidis,Staphylococcu,epidermidis,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,female,sugar,body,Aedes albopictus,,field,Kocuria,89.09,rosea,86.25,,Pass,99.34,0.0,3935833.0,71.0,55434.0,552597.0,72.7,3633.0,275426.0,3820061.0,142.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rosea,GCF_006094695.1,98.44,0.9,True
USHLN215,contig00006,region001,NRPS,False,[164700:170081],5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,neighbouring,USHLN215,UW-2,07/07/2022,8/19/22,C9,12/01/2021,21a,"ValienteMoro,Claire",Staphylococcus epidermidis,Staphylococcu,epidermidis,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,female,sugar,body,Aedes albopictus,,field,Kocuria,89.09,rosea,86.25,,Pass,99.34,0.0,3935833.0,71.0,55434.0,552597.0,72.7,3633.0,275426.0,3820061.0,142.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rosea,GCF_006094695.1,98.44,0.9,True
USHLN215,contig00009,region001,RiPP,False,[84173:94214],20000.0,((YcaO or TIGR03882) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,chemical_hybrid,USHLN215,UW-2,07/07/2022,8/19/22,C9,12/01/2021,21a,"ValienteMoro,Claire",Staphylococcus epidermidis,Staphylococcu,epidermidis,2010 November,Ambohidratrimo,mosquito,,,"LBm, 28°C, 48h solid medium",mosquito,Ambohidratrimo,adult,female,sugar,body,Aedes albopictus,,field,Kocuria,89.09,rosea,86.25,,Pass,99.34,0.0,3935833.0,71.0,55434.0,552597.0,72.7,3633.0,275426.0,3820061.0,142.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rosea,GCF_006094695.1,98.44,0.9,True
